"Variable", "Node", "Time", "Value"
controllerAcceleration, 0, 1.11, -0.00218518
controllerAcceleration, 0, 1.21, -0.00213419
controllerAcceleration, 0, 1.31, -0.00205408
controllerAcceleration, 0, 1.41, -0.00195152
controllerAcceleration, 0, 1.51, -0.00183238
controllerAcceleration, 0, 1.61, -0.00170178
controllerAcceleration, 0, 1.71, -0.00156412
controllerAcceleration, 0, 1.81, -0.00142314
controllerAcceleration, 0, 1.91, -0.00128196
controllerAcceleration, 0, 2.01, -0.00114315
controllerAcceleration, 0, 2.11, -0.00100877
controllerAcceleration, 0, 2.21, -0.000880447
controllerAcceleration, 0, 2.31, -0.000759381
controllerAcceleration, 0, 2.41, -0.000646445
controllerAcceleration, 0, 2.51, -0.000542204
controllerAcceleration, 0, 2.61, -0.000446965
controllerAcceleration, 0, 2.71, -0.000360819
controllerAcceleration, 0, 2.81, -0.000283678
controllerAcceleration, 0, 2.91, -0.000215307
controllerAcceleration, 0, 3.01, -0.000155357
controllerAcceleration, 0, 3.11, -0.000103391
controllerAcceleration, 0, 3.21, -5.89069e-05
controllerAcceleration, 0, 3.31, -2.13575e-05
controllerAcceleration, 0, 3.41, 9.82919e-06
controllerAcceleration, 0, 3.51, 3.52368e-05
controllerAcceleration, 0, 3.61, 5.54479e-05
controllerAcceleration, 0, 3.71, 7.10335e-05
controllerAcceleration, 0, 3.81, 8.25451e-05
controllerAcceleration, 0, 3.91, 9.05081e-05
controllerAcceleration, 0, 4.01, 9.54172e-05
controllerAcceleration, 0, 4.11, 9.7733e-05
controllerAcceleration, 0, 4.21, 9.78798e-05
controllerAcceleration, 0, 4.31, 9.62447e-05
controllerAcceleration, 0, 4.41, 9.31771e-05
controllerAcceleration, 0, 4.51, 8.89894e-05
controllerAcceleration, 0, 4.61, 8.39579e-05
controllerAcceleration, 0, 4.71, 7.83245e-05
controllerAcceleration, 0, 4.81, 7.22983e-05
controllerAcceleration, 0, 4.91, 6.6058e-05
controllerAcceleration, 0, 5.01, 5.9754e-05
controllerAcceleration, 0, 5.11, 5.35107e-05
controllerAcceleration, 0, 5.21, 4.74294e-05
controllerAcceleration, 0, 5.31, 4.15898e-05
controllerAcceleration, 0, 5.41, 3.60534e-05
controllerAcceleration, 0, 5.51, 3.0865e-05
controllerAcceleration, 0, 5.61, 2.60551e-05
controllerAcceleration, 0, 5.71, 2.16419e-05
controllerAcceleration, 0, 5.81, 1.76335e-05
controllerAcceleration, 0, 5.91, 1.40289e-05
controllerAcceleration, 0, 6.01, 1.08202e-05
controllerAcceleration, 0, 6.11, 7.99392e-06
controllerAcceleration, 0, 6.21, 5.532e-06
controllerAcceleration, 0, 6.31, 3.41315e-06
controllerAcceleration, 0, 6.41, 1.61374e-06
controllerAcceleration, 0, 6.51, 1.08654e-07
controllerAcceleration, 0, 6.61, -1.12799e-06
controllerAcceleration, 0, 6.71, -2.12224e-06
controllerAcceleration, 0, 6.81, -2.89981e-06
controllerAcceleration, 0, 6.91, -3.48567e-06
controllerAcceleration, 0, 7.01, -3.90376e-06
controllerAcceleration, 0, 7.11, -4.17673e-06
controllerAcceleration, 0, 7.21, -4.32574e-06
controllerAcceleration, 0, 7.31, -4.3704e-06
controllerAcceleration, 0, 7.41, -4.32865e-06
controllerAcceleration, 0, 7.51, -4.21676e-06
controllerAcceleration, 0, 7.61, -4.04934e-06
controllerAcceleration, 0, 7.71, -3.83937e-06
controllerAcceleration, 0, 7.81, -3.59826e-06
controllerAcceleration, 0, 7.91, -3.33592e-06
controllerAcceleration, 0, 8.01, -3.06089e-06
controllerAcceleration, 0, 8.11, -2.78036e-06
controllerAcceleration, 0, 8.21, -2.50036e-06
controllerAcceleration, 0, 8.31, -2.22582e-06
controllerAcceleration, 0, 8.41, -1.96068e-06
controllerAcceleration, 0, 8.51, -1.708e-06
controllerAcceleration, 0, 8.61, -1.47009e-06
controllerAcceleration, 0, 8.71, -1.24855e-06
controllerAcceleration, 0, 8.81, -1.04441e-06
controllerAcceleration, 0, 8.91, -8.58219e-07
controllerAcceleration, 0, 9.01, -6.90082e-07
controllerAcceleration, 0, 9.11, -5.39774e-07
controllerAcceleration, 0, 9.21, -4.06787e-07
controllerAcceleration, 0, 9.31, -2.90396e-07
controllerAcceleration, 0, 9.41, -1.89707e-07
controllerAcceleration, 0, 9.51, -1.03704e-07
controllerAcceleration, 0, 9.61, -3.12909e-08
controllerAcceleration, 0, 9.71, 2.86736e-08
controllerAcceleration, 0, 9.81, 7.73515e-08
controllerAcceleration, 0, 9.91, 1.15897e-07
controllerAcceleration, 0, 10.01, 1.45439e-07
controllerAcceleration, 0, 10.11, 1.67065e-07
controllerAcceleration, 0, 10.21, 1.81809e-07
controllerAcceleration, 0, 10.31, 1.90644e-07
controllerAcceleration, 0, 10.41, 1.94472e-07
controllerAcceleration, 0, 10.51, 1.94125e-07
controllerAcceleration, 0, 10.61, 1.90358e-07
controllerAcceleration, 0, 10.71, 1.83853e-07
controllerAcceleration, 0, 10.81, 1.75219e-07
controllerAcceleration, 0, 10.91, 1.64994e-07
controllerAcceleration, 0, 11.01, 1.53647e-07
controllerAcceleration, 0, 11.11, 1.41582e-07
controllerAcceleration, 0, 11.21, 1.29146e-07
controllerAcceleration, 0, 11.31, 1.16627e-07
controllerAcceleration, 0, 11.41, 1.04266e-07
controllerAcceleration, 0, 11.51, 9.22547e-08
controllerAcceleration, 0, 11.61, 8.07471e-08
controllerAcceleration, 0, 11.71, 6.98584e-08
controllerAcceleration, 0, 11.81, 5.96732e-08
controllerAcceleration, 0, 11.91, 5.02471e-08
controllerAcceleration, 0, 12.01, 4.16133e-08
controllerAcceleration, 0, 12.11, 3.37845e-08
controllerAcceleration, 0, 12.21, 2.67558e-08
controllerAcceleration, 0, 12.31, 2.05102e-08
controllerAcceleration, 0, 12.41, 1.50187e-08
controllerAcceleration, 0, 12.51, 1.02442e-08
controllerAcceleration, 0, 12.61, 6.14406e-09
controllerAcceleration, 0, 12.71, 2.67022e-09
controllerAcceleration, 0, 12.81, -2.27374e-10
controllerAcceleration, 0, 12.91, -2.60059e-09
controllerAcceleration, 0, 13.01, -4.50058e-09
controllerAcceleration, 0, 13.11, -5.97851e-09
controllerAcceleration, 0, 13.21, -7.08376e-09
controllerAcceleration, 0, 13.31, -7.86322e-09
controllerAcceleration, 0, 13.41, -8.36167e-09
controllerAcceleration, 0, 13.51, -8.62066e-09
controllerAcceleration, 0, 13.61, -8.67857e-09
controllerAcceleration, 0, 13.71, -8.57057e-09
controllerAcceleration, 0, 13.81, -8.32792e-09
controllerAcceleration, 0, 13.91, -7.97975e-09
controllerAcceleration, 0, 14.01, -7.55058e-09
controllerAcceleration, 0, 14.11, -7.06351e-09
controllerAcceleration, 0, 14.21, -6.53699e-09
controllerAcceleration, 0, 14.31, -5.98774e-09
controllerAcceleration, 0, 14.41, -5.42997e-09
controllerAcceleration, 0, 14.51, -4.87468e-09
controllerAcceleration, 0, 14.61, -4.33182e-09
controllerAcceleration, 0, 14.71, -3.80886e-09
controllerAcceleration, 0, 14.81, -3.31148e-09
controllerAcceleration, 0, 14.91, -2.84395e-09
controllerAcceleration, 0, 15.01, -2.40981e-09
controllerAcceleration, 0, 15.11, -2.01013e-09
controllerAcceleration, 0, 15.21, -1.64633e-09
controllerAcceleration, 0, 15.31, -1.31806e-09
controllerAcceleration, 0, 15.41, -1.02531e-09
controllerAcceleration, 0, 15.51, -7.66676e-10
controllerAcceleration, 0, 15.61, -5.40723e-10
controllerAcceleration, 0, 15.71, -3.46034e-10
controllerAcceleration, 0, 15.81, -1.79767e-10
controllerAcceleration, 0, 15.91, -4.01457e-11
controllerAcceleration, 0, 16.01, 7.49623e-11
controllerAcceleration, 0, 16.11, 1.68043e-10
controllerAcceleration, 0, 16.21, 2.41585e-10
controllerAcceleration, 0, 16.31, 2.97362e-10
controllerAcceleration, 0, 16.41, 3.37863e-10
controllerAcceleration, 0, 16.51, 3.64864e-10
controllerAcceleration, 0, 16.61, 3.80851e-10
controllerAcceleration, 0, 16.71, 3.86891e-10
controllerAcceleration, 0, 16.81, 3.84759e-10
controllerAcceleration, 0, 16.91, 3.76232e-10
controllerAcceleration, 0, 17.01, 3.62377e-10
controllerAcceleration, 0, 17.11, 3.44613e-10
controllerAcceleration, 0, 17.21, 3.24007e-10
controllerAcceleration, 0, 17.31, 3.00915e-10
controllerAcceleration, 0, 17.41, 2.76756e-10
controllerAcceleration, 0, 17.51, 2.52243e-10
controllerAcceleration, 0, 17.61, 2.27374e-10
controllerAcceleration, 0, 17.71, 2.0286e-10
controllerAcceleration, 0, 17.81, 1.79057e-10
controllerAcceleration, 0, 17.91, 1.56319e-10
controllerAcceleration, 0, 18.01, 1.35003e-10
controllerAcceleration, 0, 18.11, 1.15108e-10
controllerAcceleration, 0, 18.21, 9.66338e-11
controllerAcceleration, 0, 18.31, 7.99361e-11
controllerAcceleration, 0, 18.41, 6.46594e-11
controllerAcceleration, 0, 18.51, 5.08038e-11
controllerAcceleration, 0, 18.61, 3.83693e-11
controllerAcceleration, 0, 18.71, 2.73559e-11
controllerAcceleration, 0, 18.81, 1.77636e-11
controllerAcceleration, 0, 18.91, 9.59233e-12
controllerAcceleration, 0, 19.01, 2.84217e-12
controllerAcceleration, 0, 19.11, -2.84217e-12
controllerAcceleration, 0, 19.21, -7.4607e-12
controllerAcceleration, 0, 19.31, -1.13687e-11
controllerAcceleration, 0, 19.41, -1.42109e-11
controllerAcceleration, 0, 19.51, -1.63425e-11
controllerAcceleration, 0, 19.61, -1.77636e-11
controllerAcceleration, 0, 19.71, -1.84741e-11
controllerAcceleration, 0, 19.81, -1.88294e-11
controllerAcceleration, 0, 19.91, -1.88294e-11
controllerAcceleration, 0, 20.01, -1.88294e-11
controllerAcceleration, 0, 20.11, -1.81188e-11
controllerAcceleration, 0, 20.21, -1.7053e-11
controllerAcceleration, 0, 20.31, -1.63425e-11
controllerAcceleration, 0, 20.41, -1.52767e-11
controllerAcceleration, 0, 20.51, -1.45661e-11
controllerAcceleration, 0, 20.61, -1.35003e-11
controllerAcceleration, 0, 20.71, -1.27898e-11
controllerAcceleration, 0, 20.81, -1.1724e-11
controllerAcceleration, 0, 20.91, -1.10134e-11
controllerAcceleration, 0, 21.01, -9.9476e-12
controllerAcceleration, 0, 21.11, -9.23706e-12
controllerAcceleration, 0, 21.21, -8.17124e-12
controllerAcceleration, 0, 21.31, -7.4607e-12
controllerAcceleration, 0, 21.41, -6.39488e-12
controllerAcceleration, 0, 21.51, -5.68434e-12
controllerAcceleration, 0, 21.61, -4.61853e-12
controllerAcceleration, 0, 21.71, -3.90799e-12
controllerAcceleration, 0, 21.81, -2.84217e-12
controllerAcceleration, 0, 21.91, -2.13163e-12
controllerAcceleration, 0, 22.01, -1.06581e-12
controllerAcceleration, 0, 22.11, -3.55271e-13
controllerAcceleration, 0, 22.21, 7.10543e-13
controllerAcceleration, 0, 22.31, 1.42109e-12
controllerAcceleration, 0, 22.41, 2.13163e-12
controllerAcceleration, 0, 22.51, 2.84217e-12
controllerAcceleration, 0, 22.61, 3.19744e-12
controllerAcceleration, 0, 22.71, 3.90799e-12
controllerAcceleration, 0, 22.81, 4.26326e-12
controllerAcceleration, 0, 22.91, 4.61853e-12
controllerAcceleration, 0, 23.01, 5.32907e-12
controllerAcceleration, 0, 23.11, 5.68434e-12
controllerAcceleration, 0, 23.21, 5.68434e-12
controllerAcceleration, 0, 23.31, 6.03961e-12
controllerAcceleration, 0, 23.41, 6.39488e-12
controllerAcceleration, 0, 23.51, 6.75016e-12
controllerAcceleration, 0, 23.61, 6.75016e-12
controllerAcceleration, 0, 23.71, 7.10543e-12
controllerAcceleration, 0, 23.81, 7.10543e-12
controllerAcceleration, 0, 23.91, 7.4607e-12
controllerAcceleration, 0, 24.01, 7.4607e-12
controllerAcceleration, 0, 24.11, 7.81597e-12
controllerAcceleration, 0, 24.21, 7.81597e-12
controllerAcceleration, 0, 24.31, 7.81597e-12
controllerAcceleration, 0, 24.41, 7.81597e-12
controllerAcceleration, 0, 24.51, 8.17124e-12
controllerAcceleration, 0, 24.61, 8.17124e-12
controllerAcceleration, 0, 24.71, 8.17124e-12
controllerAcceleration, 0, 24.81, 8.17124e-12
controllerAcceleration, 0, 24.91, 8.17124e-12
controllerAcceleration, 0, 25.01, 8.52651e-12
controllerAcceleration, 0, 25.11, 8.52651e-12
controllerAcceleration, 0, 25.21, 8.52651e-12
controllerAcceleration, 0, 25.31, 8.52651e-12
controllerAcceleration, 0, 25.41, 8.52651e-12
controllerAcceleration, 0, 25.51, 8.52651e-12
controllerAcceleration, 0, 25.61, 8.52651e-12
controllerAcceleration, 0, 25.71, 8.52651e-12
controllerAcceleration, 0, 25.81, 8.52651e-12
controllerAcceleration, 0, 25.91, 8.52651e-12
controllerAcceleration, 0, 26.01, 8.88178e-12
controllerAcceleration, 0, 26.11, 8.88178e-12
controllerAcceleration, 0, 26.21, 8.88178e-12
controllerAcceleration, 0, 26.31, 8.88178e-12
controllerAcceleration, 0, 26.41, 8.88178e-12
controllerAcceleration, 0, 26.51, 8.88178e-12
controllerAcceleration, 0, 26.61, 8.88178e-12
controllerAcceleration, 0, 26.71, 8.88178e-12
controllerAcceleration, 0, 26.81, 8.88178e-12
controllerAcceleration, 0, 26.91, 8.88178e-12
controllerAcceleration, 0, 27.01, 8.88178e-12
controllerAcceleration, 0, 27.11, 8.88178e-12
controllerAcceleration, 0, 27.21, 8.88178e-12
controllerAcceleration, 0, 27.31, 8.88178e-12
controllerAcceleration, 0, 27.41, 8.88178e-12
controllerAcceleration, 0, 27.51, 8.88178e-12
controllerAcceleration, 0, 27.61, 8.88178e-12
controllerAcceleration, 0, 27.71, 8.88178e-12
controllerAcceleration, 0, 27.81, 8.88178e-12
controllerAcceleration, 0, 27.91, 8.88178e-12
controllerAcceleration, 0, 28.01, 8.88178e-12
controllerAcceleration, 0, 28.11, 8.88178e-12
controllerAcceleration, 0, 28.21, 8.88178e-12
controllerAcceleration, 0, 28.31, 8.88178e-12
controllerAcceleration, 0, 28.41, 8.88178e-12
controllerAcceleration, 0, 28.51, 8.88178e-12
controllerAcceleration, 0, 28.61, 8.88178e-12
controllerAcceleration, 0, 28.71, 8.88178e-12
controllerAcceleration, 0, 28.81, 8.88178e-12
controllerAcceleration, 0, 28.91, 8.88178e-12
controllerAcceleration, 0, 29.01, 8.88178e-12
controllerAcceleration, 0, 29.11, 8.88178e-12
controllerAcceleration, 0, 29.21, 8.88178e-12
controllerAcceleration, 0, 29.31, 8.88178e-12
controllerAcceleration, 0, 29.41, 8.88178e-12
controllerAcceleration, 0, 29.51, 8.88178e-12
controllerAcceleration, 0, 29.61, 8.88178e-12
controllerAcceleration, 0, 29.71, 8.88178e-12
controllerAcceleration, 0, 29.81, 8.88178e-12
controllerAcceleration, 0, 29.91, 8.88178e-12
controllerAcceleration, 0, 30.01, 8.88178e-12
controllerAcceleration, 0, 30.11, 8.88178e-12
controllerAcceleration, 0, 30.21, 8.88178e-12
controllerAcceleration, 0, 30.31, 8.88178e-12
controllerAcceleration, 0, 30.41, 8.88178e-12
controllerAcceleration, 0, 30.51, 8.88178e-12
controllerAcceleration, 0, 30.61, 8.88178e-12
controllerAcceleration, 0, 30.71, 8.88178e-12
controllerAcceleration, 0, 30.81, 8.88178e-12
controllerAcceleration, 0, 30.91, 8.88178e-12
controllerAcceleration, 0, 31.01, 8.88178e-12
controllerAcceleration, 0, 31.11, 8.88178e-12
controllerAcceleration, 0, 31.21, 8.88178e-12
controllerAcceleration, 0, 31.31, 8.88178e-12
controllerAcceleration, 0, 31.41, 8.88178e-12
controllerAcceleration, 0, 31.51, 8.88178e-12
controllerAcceleration, 0, 31.61, 8.88178e-12
controllerAcceleration, 0, 31.71, 8.88178e-12
controllerAcceleration, 0, 31.81, 8.88178e-12
controllerAcceleration, 0, 31.91, 8.88178e-12
controllerAcceleration, 0, 32.01, 8.88178e-12
controllerAcceleration, 0, 32.11, 8.88178e-12
controllerAcceleration, 0, 32.21, 8.88178e-12
controllerAcceleration, 0, 32.31, 8.88178e-12
controllerAcceleration, 0, 32.41, 8.88178e-12
controllerAcceleration, 0, 32.51, 8.88178e-12
controllerAcceleration, 0, 32.61, 8.88178e-12
controllerAcceleration, 0, 32.71, 8.88178e-12
controllerAcceleration, 0, 32.81, 8.88178e-12
controllerAcceleration, 0, 32.91, 8.88178e-12
controllerAcceleration, 0, 33.01, 8.88178e-12
controllerAcceleration, 0, 33.11, 8.88178e-12
controllerAcceleration, 0, 33.21, 8.88178e-12
controllerAcceleration, 0, 33.31, 8.88178e-12
controllerAcceleration, 0, 33.41, 8.88178e-12
controllerAcceleration, 0, 33.51, 8.88178e-12
controllerAcceleration, 0, 33.61, 8.88178e-12
controllerAcceleration, 0, 33.71, 8.88178e-12
controllerAcceleration, 0, 33.81, 8.88178e-12
controllerAcceleration, 0, 33.91, 8.88178e-12
controllerAcceleration, 0, 34.01, 8.88178e-12
controllerAcceleration, 0, 34.11, 8.88178e-12
controllerAcceleration, 0, 34.21, 8.88178e-12
controllerAcceleration, 0, 34.31, 8.88178e-12
controllerAcceleration, 0, 34.41, 8.88178e-12
controllerAcceleration, 0, 34.51, 8.88178e-12
controllerAcceleration, 0, 34.61, 8.88178e-12
controllerAcceleration, 0, 34.71, 8.88178e-12
controllerAcceleration, 0, 34.81, 8.88178e-12
controllerAcceleration, 0, 34.91, 8.88178e-12
controllerAcceleration, 0, 35.01, 8.88178e-12
controllerAcceleration, 0, 35.11, 8.88178e-12
controllerAcceleration, 0, 35.21, 8.88178e-12
controllerAcceleration, 0, 35.31, 8.88178e-12
controllerAcceleration, 0, 35.41, 8.88178e-12
controllerAcceleration, 0, 35.51, 8.88178e-12
controllerAcceleration, 0, 35.61, 8.88178e-12
controllerAcceleration, 0, 35.71, 8.88178e-12
controllerAcceleration, 0, 35.81, 8.88178e-12
controllerAcceleration, 0, 35.91, 8.88178e-12
controllerAcceleration, 0, 36.01, 8.88178e-12
controllerAcceleration, 0, 36.11, 8.88178e-12
controllerAcceleration, 0, 36.21, 8.88178e-12
controllerAcceleration, 0, 36.31, 8.88178e-12
controllerAcceleration, 0, 36.41, 8.88178e-12
controllerAcceleration, 0, 36.51, 8.88178e-12
controllerAcceleration, 0, 36.61, 8.88178e-12
controllerAcceleration, 0, 36.71, 8.88178e-12
controllerAcceleration, 0, 36.81, 8.88178e-12
controllerAcceleration, 0, 36.91, 8.88178e-12
controllerAcceleration, 0, 37.01, 8.88178e-12
controllerAcceleration, 0, 37.11, 8.88178e-12
controllerAcceleration, 0, 37.21, 8.88178e-12
controllerAcceleration, 0, 37.31, 8.88178e-12
controllerAcceleration, 0, 37.41, 8.88178e-12
controllerAcceleration, 0, 37.51, 8.88178e-12
controllerAcceleration, 0, 37.61, 8.88178e-12
controllerAcceleration, 0, 37.71, 8.88178e-12
controllerAcceleration, 0, 37.81, 8.88178e-12
controllerAcceleration, 0, 37.91, 8.88178e-12
controllerAcceleration, 0, 38.01, 8.88178e-12
controllerAcceleration, 0, 38.11, 8.88178e-12
controllerAcceleration, 0, 38.21, 8.88178e-12
controllerAcceleration, 0, 38.31, 8.88178e-12
controllerAcceleration, 0, 38.41, 8.88178e-12
controllerAcceleration, 0, 38.51, 8.88178e-12
controllerAcceleration, 0, 38.61, 8.88178e-12
controllerAcceleration, 0, 38.71, 8.88178e-12
controllerAcceleration, 0, 38.81, 8.88178e-12
controllerAcceleration, 0, 38.91, 8.88178e-12
controllerAcceleration, 0, 39.01, 8.88178e-12
controllerAcceleration, 0, 39.11, 8.88178e-12
controllerAcceleration, 0, 39.21, 8.88178e-12
controllerAcceleration, 0, 39.31, 8.88178e-12
controllerAcceleration, 0, 39.41, 8.88178e-12
controllerAcceleration, 0, 39.51, 8.88178e-12
controllerAcceleration, 0, 39.61, 8.88178e-12
controllerAcceleration, 0, 39.71, 8.88178e-12
controllerAcceleration, 0, 39.81, 8.88178e-12
controllerAcceleration, 0, 39.91, 8.88178e-12
controllerAcceleration, 0, 40.01, 8.88178e-12
controllerAcceleration, 0, 40.11, 8.88178e-12
controllerAcceleration, 0, 40.21, 8.88178e-12
controllerAcceleration, 0, 40.31, 8.88178e-12
controllerAcceleration, 0, 40.41, 8.88178e-12
controllerAcceleration, 0, 40.51, 8.88178e-12
controllerAcceleration, 0, 40.61, 8.88178e-12
controllerAcceleration, 0, 40.71, 8.88178e-12
controllerAcceleration, 0, 40.81, 8.88178e-12
controllerAcceleration, 0, 40.91, 8.88178e-12
controllerAcceleration, 0, 41.01, 8.88178e-12
controllerAcceleration, 0, 41.11, 8.88178e-12
controllerAcceleration, 0, 41.21, 8.88178e-12
controllerAcceleration, 0, 41.31, 8.88178e-12
controllerAcceleration, 0, 41.41, 8.88178e-12
controllerAcceleration, 0, 41.51, 8.88178e-12
controllerAcceleration, 0, 41.61, 8.88178e-12
controllerAcceleration, 0, 41.71, 8.88178e-12
controllerAcceleration, 0, 41.81, 8.88178e-12
controllerAcceleration, 0, 41.91, 8.88178e-12
controllerAcceleration, 0, 42.01, 8.88178e-12
controllerAcceleration, 0, 42.11, 8.88178e-12
controllerAcceleration, 0, 42.21, 8.88178e-12
controllerAcceleration, 0, 42.31, 8.88178e-12
controllerAcceleration, 0, 42.41, 8.88178e-12
controllerAcceleration, 0, 42.51, 8.88178e-12
controllerAcceleration, 0, 42.61, 8.88178e-12
controllerAcceleration, 0, 42.71, 8.88178e-12
controllerAcceleration, 0, 42.81, 8.88178e-12
controllerAcceleration, 0, 42.91, 8.88178e-12
controllerAcceleration, 0, 43.01, 8.88178e-12
controllerAcceleration, 0, 43.11, 8.88178e-12
controllerAcceleration, 0, 43.21, 8.88178e-12
controllerAcceleration, 0, 43.31, 8.88178e-12
controllerAcceleration, 0, 43.41, 8.88178e-12
controllerAcceleration, 0, 43.51, 8.88178e-12
controllerAcceleration, 0, 43.61, 8.88178e-12
controllerAcceleration, 0, 43.71, 8.88178e-12
controllerAcceleration, 0, 43.81, 8.88178e-12
controllerAcceleration, 0, 43.91, 8.88178e-12
controllerAcceleration, 0, 44.01, 8.88178e-12
controllerAcceleration, 0, 44.11, 8.88178e-12
controllerAcceleration, 0, 44.21, 8.88178e-12
controllerAcceleration, 0, 44.31, 8.88178e-12
controllerAcceleration, 0, 44.41, 8.88178e-12
controllerAcceleration, 0, 44.51, 8.88178e-12
controllerAcceleration, 0, 44.61, 8.88178e-12
controllerAcceleration, 0, 44.71, 8.88178e-12
controllerAcceleration, 0, 44.81, 8.88178e-12
controllerAcceleration, 0, 44.91, 8.88178e-12
controllerAcceleration, 0, 45.01, 8.88178e-12
controllerAcceleration, 0, 45.11, 8.88178e-12
controllerAcceleration, 0, 45.21, 8.88178e-12
controllerAcceleration, 0, 45.31, 8.88178e-12
controllerAcceleration, 0, 45.41, 8.88178e-12
controllerAcceleration, 0, 45.51, 8.88178e-12
controllerAcceleration, 0, 45.61, 8.88178e-12
controllerAcceleration, 0, 45.71, 8.88178e-12
controllerAcceleration, 0, 45.81, 8.88178e-12
controllerAcceleration, 0, 45.91, 8.88178e-12
controllerAcceleration, 0, 46.01, 8.88178e-12
controllerAcceleration, 0, 46.11, 8.88178e-12
controllerAcceleration, 0, 46.21, 8.88178e-12
controllerAcceleration, 0, 46.31, 8.88178e-12
controllerAcceleration, 0, 46.41, 8.88178e-12
controllerAcceleration, 0, 46.51, 8.88178e-12
controllerAcceleration, 0, 46.61, 8.88178e-12
controllerAcceleration, 0, 46.71, 8.88178e-12
controllerAcceleration, 0, 46.81, 8.88178e-12
controllerAcceleration, 0, 46.91, 8.88178e-12
controllerAcceleration, 0, 47.01, 8.88178e-12
controllerAcceleration, 0, 47.11, 8.88178e-12
controllerAcceleration, 0, 47.21, 8.88178e-12
controllerAcceleration, 0, 47.31, 8.88178e-12
controllerAcceleration, 0, 47.41, 8.88178e-12
controllerAcceleration, 0, 47.51, 8.88178e-12
controllerAcceleration, 0, 47.61, 8.88178e-12
controllerAcceleration, 0, 47.71, 8.88178e-12
controllerAcceleration, 0, 47.81, 8.88178e-12
controllerAcceleration, 0, 47.91, 8.88178e-12
controllerAcceleration, 0, 48.01, 8.88178e-12
controllerAcceleration, 0, 48.11, 8.88178e-12
controllerAcceleration, 0, 48.21, 8.88178e-12
controllerAcceleration, 0, 48.31, 8.88178e-12
controllerAcceleration, 0, 48.41, 8.88178e-12
controllerAcceleration, 0, 48.51, 8.88178e-12
controllerAcceleration, 0, 48.61, 8.88178e-12
controllerAcceleration, 0, 48.71, 8.88178e-12
controllerAcceleration, 0, 48.81, 8.88178e-12
controllerAcceleration, 0, 48.91, 8.88178e-12
controllerAcceleration, 0, 49.01, 8.88178e-12
controllerAcceleration, 0, 49.11, 8.88178e-12
controllerAcceleration, 0, 49.21, 8.88178e-12
controllerAcceleration, 0, 49.31, 8.88178e-12
controllerAcceleration, 0, 49.41, 8.88178e-12
controllerAcceleration, 0, 49.51, 8.88178e-12
controllerAcceleration, 0, 49.61, 8.88178e-12
controllerAcceleration, 0, 49.71, 8.88178e-12
controllerAcceleration, 0, 49.81, 8.88178e-12
controllerAcceleration, 0, 49.91, 8.88178e-12
controllerAcceleration, 0, 50.01, 8.88178e-12
controllerAcceleration, 0, 50.11, 8.88178e-12
controllerAcceleration, 0, 50.21, 8.88178e-12
controllerAcceleration, 0, 50.31, 8.88178e-12
controllerAcceleration, 0, 50.41, 8.88178e-12
controllerAcceleration, 0, 50.51, 8.88178e-12
controllerAcceleration, 0, 50.61, 8.88178e-12
controllerAcceleration, 0, 50.71, 8.88178e-12
controllerAcceleration, 0, 50.81, 8.88178e-12
controllerAcceleration, 0, 50.91, 8.88178e-12
controllerAcceleration, 0, 51.01, 8.88178e-12
controllerAcceleration, 0, 51.11, 8.88178e-12
controllerAcceleration, 0, 51.21, 8.88178e-12
controllerAcceleration, 0, 51.31, 8.88178e-12
controllerAcceleration, 0, 51.41, 8.88178e-12
controllerAcceleration, 0, 51.51, 8.88178e-12
controllerAcceleration, 0, 51.61, 8.88178e-12
controllerAcceleration, 0, 51.71, 8.88178e-12
controllerAcceleration, 0, 51.81, 8.88178e-12
controllerAcceleration, 0, 51.91, 8.88178e-12
controllerAcceleration, 0, 52.01, 8.88178e-12
controllerAcceleration, 0, 52.11, 8.88178e-12
controllerAcceleration, 0, 52.21, 8.88178e-12
controllerAcceleration, 0, 52.31, 8.88178e-12
controllerAcceleration, 0, 52.41, 8.88178e-12
controllerAcceleration, 0, 52.51, 8.88178e-12
controllerAcceleration, 0, 52.61, 8.88178e-12
controllerAcceleration, 0, 52.71, 8.88178e-12
controllerAcceleration, 0, 52.81, 8.88178e-12
controllerAcceleration, 0, 52.91, 8.88178e-12
controllerAcceleration, 0, 53.01, 8.88178e-12
controllerAcceleration, 0, 53.11, 8.88178e-12
controllerAcceleration, 0, 53.21, 8.88178e-12
controllerAcceleration, 0, 53.31, 8.88178e-12
controllerAcceleration, 0, 53.41, 8.88178e-12
controllerAcceleration, 0, 53.51, 8.88178e-12
controllerAcceleration, 0, 53.61, 8.88178e-12
controllerAcceleration, 0, 53.71, 8.88178e-12
controllerAcceleration, 0, 53.81, 8.88178e-12
controllerAcceleration, 0, 53.91, 8.88178e-12
controllerAcceleration, 0, 54.01, 8.88178e-12
controllerAcceleration, 0, 54.11, 8.88178e-12
controllerAcceleration, 0, 54.21, 8.88178e-12
controllerAcceleration, 0, 54.31, 8.88178e-12
controllerAcceleration, 0, 54.41, 8.88178e-12
controllerAcceleration, 0, 54.51, 8.88178e-12
controllerAcceleration, 0, 54.61, 8.88178e-12
controllerAcceleration, 0, 54.71, 8.88178e-12
controllerAcceleration, 0, 54.81, 8.88178e-12
controllerAcceleration, 0, 54.91, 8.88178e-12
